experiment,session,trial,timestamp,animal_id,strain,sex,researcher,drug,treatment,exit#,metric,value
VASTcont,S02,T07,2026-02-24T14:18:26,1,?,?,Hayden,n/a,RBSF,1,n_center_entries,2
VASTcont,S02,T07,2026-02-24T14:18:26,1,?,?,Hayden,n/a,RBSF,1,n_feedback_error_bouts,373
VASTcont,S02,T07,2026-02-24T14:18:26,1,?,?,Hayden,n/a,RBSF,1,feedback_error_duration_s,16.6056
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,trial_duration_s,50.1248
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,total_distance_m,3.98303
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,time_still_s,36.9697
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,avg_speed_mps,0.319211
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,n_movement_bout,19
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,latency_to_exit_s,50.0892
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,time_in_exit_zone_s,0.0356507
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,mean_distance_to_exit_cm,62.9474
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,path_efficiency,0.12004
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,time_in_center_s,2.63815
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,n_center_entries,2
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,n_feedback_error_bouts,332
VASTcont,S02,T08,2026-02-24T14:20:39,1,?,?,Hayden,n/a,RBSF,3,feedback_error_duration_s,15.9715
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,trial_duration_s,119.922
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,total_distance_m,1.83042
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,time_still_s,113.723
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,avg_speed_mps,0.311504
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,n_movement_bout,9
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,time_in_exit_zone_s,0
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,mean_distance_to_exit_cm,46.1041
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,path_efficiency,0.153963
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,time_in_center_s,0.501616
VASTcont,S02,T09,2026-02-24T14:21:42,1,?,?,Hayden,n/a,RBSF,0,n_center_entries,1
